text,clean_double_ws,text_en,scores,compound,comp_scores
4 hari lagi lebaran yg mau order kaos Gogoslalampa kita ada quick delivery antar lgsng paket ke rmh anda utk seputaran batui sampe biak,4 hari lagi lebaran yg mau order kaos Gogoslalampa kita ada quick delivery antar lgsng paket ke rmh anda utk seputaran batui sampe biak,"4 days until Eid, if you want to order Gogoslalampa t-shirts, we have quick delivery to deliver the package directly to your home for around Batui until Biak","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kalau ke arah batui-toili dan butuh Rest Area coba mampir di jembatan mendono ada jajanan kuliner tradisional yg bisa buat oleh2 berbuka.,Kalau ke arah batui-toili dan butuh Rest Area coba mampir di jembatan mendono ada jajanan kuliner tradisional yg bisa buat oleh2 berbuka.,"If you are heading towards Batui-Toili and need a rest area, try stopping at the Mendono bridge, there are traditional culinary snacks that can be used as a souvenir to break the fast.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Untuk pembelian seputar batui dan kota luwuk kami bisa delivery langsung produk kaos oleh2 gogoslalampa utk luar kota pakai jasa pengiriman.,Untuk pembelian seputar batui dan kota luwuk kami bisa delivery langsung produk kaos oleh2 gogoslalampa utk luar kota pakai jasa pengiriman.,"For purchases around Batui and Luwuk city, we can directly deliver t-shirt products from Gogoslalampa for outside the city using the delivery service.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Selamat pagi Wuihh 1jam lg Penyala Banggai akn melakukan Perjalanan Menuju Desa Sinorang Kec.Batui Selatan utk pembukaan Rumbel Simba'a Raya,Selamat pagi Wuihh 1jam lg Penyala Banggai akn melakukan Perjalanan Menuju Desa Sinorang Kec.Batui Selatan utk pembukaan Rumbel Simba'a Raya,"Good morning Wow, in 1 hour, Pengala Banggai will travel to Sinorang Village, South Batui District for the opening of Rumbel Simba'a Raya","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk_Batui .hujan terus le kaka Dot tdak bisa jalan kita dsini...,Luwuk_Batui .hujan terus le kaka Dot tdak bisa jalan kita dsini...,"Luwuk_Batui. It keeps raining, bro. Dot can't walk here...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ulamung batui sarau Di naunna endeqmu Jappoq-I batu Tanjappoq passengaq-u,Ulamung batui sarau Di naunna endeqmu Jappoq-I batu Tanjappoq passengaq-u,Ulamung batui sarau Di naunna endeqmu Jappoq-I batu Tanjappoq passengaq-u,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ada yg jual masker spirulina area Luwuk-Batui??,Ada yg jual masker spirulina area Luwuk-Batui??,Does anyone sell spirulina masks in the Luwuk-Batui area??,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
ADA Yg jual masker spirulina area Luwuk-batui??,ADA Yg jual masker spirulina area Luwuk-batui??,IS ANYONE selling spirulina masks in the Luwuk-Batui area??,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Perpisahan kls 3 Smp negeri 1 batui,Perpisahan kls 3 Smp negeri 1 batui,Farewell to class 3 SMP Negeri 1 Batui,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
huuufftt smpe di batui bkanxa jln cma urus btuk+influenza hmm btul menyusahkn ,huuufftt smpe di batui bkanxa jln cma urus btuk+influenza hmm btul menyusahkn,"huuufftt until you get stoned on the street, just dealing with colds+influenza hmm, that's really troublesome","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
akhirnya smpai jga di batui hmmmm prjlnn 2 hri yg melelahkan huuuuffttt cpek skali ,akhirnya smpai jga di batui hmmmm prjlnn 2 hri yg melelahkan huuuuffttt cpek skali,finally arrived at the stone hmmmm what a tiring 2 day trip huuuuffttt so tired,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Sisa tiga alat lagi maka KERABAT MEUBEL BATUI akan mulai berjalan,Sisa tiga alat lagi maka KERABAT MEUBEL BATUI akan mulai berjalan,There are three more tools left and the BATUI FURNITURE KIND will start running,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Selain itu kami juga berkunjung ke sekolah SD Trans Batui 5 tempat salah satu PM untuk berbagi juga dengan anak-anak lucu disana .9,Selain itu kami juga berkunjung ke sekolah SD Trans Batui 5 tempat salah satu PM untuk berbagi juga dengan anak-anak lucu disana .9,"Apart from that, we also visited the Trans Batui 5 Elementary School where one of the PMs was to share with the cute children there.9","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Atas rekomendasi salah satu PM yang ada di Trans Batui 5 kami membuka taman baca di desa ondo-ondolu 1 di salah satu rumah warganya .2,Atas rekomendasi salah satu PM yang ada di Trans Batui 5 kami membuka taman baca di desa ondo-ondolu 1 di salah satu rumah warganya .2,"On the recommendation of one of the PMs in Trans Batui 5, we opened a reading garden in Ondo-ondolu village 1 in one of the residents' houses.2","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Oh ia Kemarin sabtu 28 Maret 2015 kami penyala beserta teman-teman inspirator Kelas Inspirasi Banggai Laut berkunjung ke Desa Trans Batui .1,Oh ia Kemarin sabtu 28 Maret 2015 kami penyala beserta teman-teman inspirator Kelas Inspirasi Banggai Laut berkunjung ke Desa Trans Batui .1,"Oh yes. Yesterday, Saturday 28 March 2015, we, together with our fellow inspirers of the Banggai Laut Inspiration Class, visited Trans Batui Village. 1","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,positif
Hello batui panasnya luar binasa -_-,Hello batui panasnya luar binasa -_-,Hello Batui the heat is unbearable -_-,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hihih;D! @nupakammaku: Pasti pacarmu penggemar batu toh? Bah iyo kutauji ngambekko pasti kalo dicueki grgr bahas batui sama temanna.. ,Hihih;D! @nupakammaku: Pasti pacarmu penggemar batu toh? Bah iyo kutauji ngambekko pasti kalo dicueki grgr bahas batui sama temanna..,"Hihih ;D! @nupakammaku: Surely your boyfriend is a rock fan? Oh yeah, I know I'm going to sulk for sure if I'm ignored, I'll talk about beating my friend..","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Toili - batui - luwuk. Goo..,Toili - batui - luwuk. Goo..,Toili - batui - luwuk. Goo..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ta'bangka batui hahaa nyakk,Ta'bangka batui hahaa nyakk,Ta'bangka batui hahaa nyakk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Aktifitas projec d area uso kec Batui Kab luwuk. sudah t lm lg selesai.,Aktifitas projec d area uso kec Batui Kab luwuk. sudah t lm lg selesai.,"Project activities in the USO area, Batui district, Luwuk district. It's already finished.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Siap berangkat Batui.. santai,Siap berangkat Batui.. santai,Ready to go to Batui... relax,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
rindu kampung halamanku in Batui-luwuk-kab.banggai-sulteng-indonesia,rindu kampung halamanku in Batui-luwuk-kab.banggai-sulteng-indonesia,I miss my hometown in Batui-luwuk-kab.banggai-sulteng-indonesia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
20 Camat Nilai Subkontraktor Tidak Transparan: MEDIA BANGGAI-Batui Selatan. Pada Pertemuan yang digelar di BPU Kantor Camat Batui ... 20,20 Camat Nilai Subkontraktor Tidak Transparan: MEDIA BANGGAI-Batui Selatan. Pada Pertemuan yang digelar di BPU Kantor Camat Batui ... 20,20 sub-district heads rate subcontractors as not transparent: MEDIA BANGGAI-South Batui. At a meeting held at the BPU Batui Subdistrict Office... 20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Batui-luwuk kayak sumatera-papua kerasa jauhnya ,Batui-luwuk kayak sumatera-papua kerasa jauhnya,Batui-Luwuk feels like Sumatra-Papua is far away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Odo. . . . Lama-lama dapat baa malam minggu di batui ini,Odo. . . . Lama-lama dapat baa malam minggu di batui ini,Odo. . . . It's been a long time since I've been here on Saturday nights in Batui,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hati kita gampang sekali berubah tdk ada yg abadi. #Saatnya otw Batui heheehee,Hati kita gampang sekali berubah tdk ada yg abadi. #Saatnya otw Batui heheehee,"Our hearts change easily, nothing is eternal. #It's time for Otw Batui heheehee","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
20 Soal Sengketa Lahan Mantan Kades Nonong Adukan PPGM: MEDIA-BANGGAI-Batui. Rusam Kadir mantan kepala desa Nonong Kecamatan Batu... 20,20 Soal Sengketa Lahan Mantan Kades Nonong Adukan PPGM: MEDIA-BANGGAI-Batui. Rusam Kadir mantan kepala desa Nonong Kecamatan Batu... 20,"20 Land Dispute Issues Former Head of Nonong Village Complaints to PPGM: MEDIA-BANGGAI-Batui. Rusam Kadir, former head of Nonong village, Batu District... 20","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pagi2 mama sms rumah kebanjiran....ya allah ksh brnti dlu hujan di batui...:'(:'(:'(ksian mama...,Pagi2 mama sms rumah kebanjiran....ya allah ksh brnti dlu hujan di batui...:'(:'(:'(ksian mama...,"In the morning, mom texted that the house was flooded....oh my God, it stopped raining in Batui...:'(:'(:'(thank you mom...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ru dri pagimana. Sholat jumat dlu ru otw lagi batui.,Ru dri pagimana. Sholat jumat dlu ru otw lagi batui.,Ru from the morning. Friday prayers first ru otw again batui.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kangen berat pacarku pelama skali nga di batui. Kapan nga bale ka luwuk LomEe?..,Kangen berat pacarku pelama skali nga di batui. Kapan nga bale ka luwuk LomEe?..,I really miss my boyfriend who hasn't been stoned for a long time. When will you bale luwuk LomEe?..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Batui menuju kota industri Masyarakat tidak siap..?,Batui menuju kota industri Masyarakat tidak siap..?,Batui is heading towards an industrial city. People are not ready...?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Tadinya berharap makan lalampa sepuasnya di kampung eh taunya harga palu dgn batui so sama jow..!!cepat2 naik haji tante ee..!!,Tadinya berharap makan lalampa sepuasnya di kampung eh taunya harga palu dgn batui so sama jow..!!cepat2 naik haji tante ee..!!,I was hoping to eat all you can eat lalampa in the village but I know the price of a hammer and a stone is so the same as a jow..!! Hurry up and go on the Hajj aunty ee..!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kembali lagi ka batui (kerja).,Kembali lagi ka batui (kerja).,Back again ka batui (work).,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Satu kalipi kepala batui hatiku.. Tetap tetap ingin sama kita.. #tojema.. *exit.. :* 9 10 8 1,Satu kalipi kepala batui hatiku.. Tetap tetap ingin sama kita.. #tojema.. *exit.. :* 9 10 8 1,One time my head rocks my heart.. Still want to be with us.. #tojema.. *exit.. :* 9 10 8 1,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.5423}",0.5423,positif
Kita memang bade.. Tapi rasa ini tattalekangi kapala batui tdk maui dibeda2kan..,Kita memang bade.. Tapi rasa ini tattalekangi kapala batui tdk maui dibeda2kan..,We are indeed bade.. But this feeling of tattalekangi Kapala Batui doesn't want to be differentiated..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Heh batui haha @cimiyaulia: Dari bunta hahaha @agungyabasa: Serasa terlahir kembali ,Heh batui haha @cimiyaulia: Dari bunta hahaha @agungyabasa: Serasa terlahir kembali,Heh batui haha ​​@cimiyaulia: From bunta hahaha @agungyabasa: Feels like being reborn,"{'neg': 0.099, 'neu': 0.494, 'pos': 0.407, 'compound': 0.7184}",0.7184,positif
ujan trus di batui,ujan trus di batui,it rained and then got stoned,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
daerah batui sulawesi tengah di guyur hujan terus,daerah batui sulawesi tengah di guyur hujan terus,The Batui area of ​​Central Sulawesi continues to be hit by rain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Malam ini nginap d batui lagii #membosankansunyisekalikalomalam,Malam ini nginap d batui lagii #membosankansunyisekalikalomalam,Staying in Batui tonight #boringly lonely at night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Di batui sy . Ngana ?? @RhandyChadas: @desnyCrisna ou luwuk d mna? Sya luwuk jga ,Di batui sy . Ngana ?? @RhandyChadas: @desnyCrisna ou luwuk d mna? Sya luwuk jga,I was stoned. Why?? @RhandyChadas: @desnyCrisna ou luwuk where? I'm luwuk too,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Otw batui.,Otw batui.,Oh rock.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Trnyta tdi ada kka' @YunitaIDOL8. Haha. Tekirim akn drg lauee.? Hahah atoo ole dri batui?,Trnyta tdi ada kka' @YunitaIDOL8. Haha. Tekirim akn drg lauee.? Hahah atoo ole dri batui?,It turns out there was @YunitaIDOL8. Ha ha. Will you send it to Lauee? Hahah or ole dri batui?,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.5204}",0.5204,positif
Alahamdulilah SMA Negeri 1 BATUI Lulus 100 %,Alahamdulilah SMA Negeri 1 BATUI Lulus 100 %,Alahamdulillah SMA Negeri 1 BATUI Passed 100%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
bdedeh.. tidur batui njo ondeng mana? @RhyRohida: @PurnamaPS_ @Muhachrary_SQ @MahdiyahDenisya @fhanybeliebers masih matei jadi ndak mun,bdedeh.. tidur batui njo ondeng mana? @RhyRohida: @PurnamaPS_ @Muhachrary_SQ @MahdiyahDenisya @fhanybeliebers masih matei jadi ndak mun,bdedeh.. where do you sleep on Batui Njo Ondeng? @RhyRohida: @PurnamaPS_ @Muhachrary_SQ @MahdiyahDenisya @fhanybeliebers still dead so no way,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Burungnya Batui so de @intanmiftaa_ :D ahahhaha,Burungnya Batui so de @intanmiftaa_ :D ahahhaha,The bird is Batui so de @intanmiftaa_ :D ahahhaha,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.6482}",0.6482,positif
Batui mi itu smsku kan bisa ja lbih dr itu :p,Batui mi itu smsku kan bisa ja lbih dr itu :p,"Batui mi, that's my text message, it could be better than that :p","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.34,positif
Hari Sabtu Hunting di Desa Lamo Kec. Batui Kab. Banggai,Hari Sabtu Hunting di Desa Lamo Kec. Batui Kab. Banggai,"Saturday Hunting in Lamo Village, District. Batui District Banggai","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Harus terima oh batui !!!!!,Harus terima oh batui !!!!!,Must accept oh batui!!!!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ustad Das'ad Latif Live Lapangan Balantang Kec. Batui,Ustad Das'ad Latif Live Lapangan Balantang Kec. Batui,Ustad Das'ad Latif Live Field Balantang District. Batui,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hahah be ada gaga it tmpt =)) @sherlymantow: Hahah ya iy ituuuu ste tau dmna=)) @Aldywahid: Batui dibalantang di dkt pasar =)) ,Hahah be ada gaga it tmpt =)) @sherlymantow: Hahah ya iy ituuuu ste tau dmna=)) @Aldywahid: Batui dibalantang di dkt pasar =)),"Hahah there's no way it's there =)) @sherlymantow: Hahah yeah that's it, you know where it is =)) @Aldywahid: Batui is being thrown in the balance near the market =))","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Batui dibalantang di dkt pasar =)) @sherlymantow: batui jo=)) @PertanyaanCinta: Tempat apa yg menurutmu paling romantis untuk kencan? ,Batui dibalantang di dkt pasar =)) @sherlymantow: batui jo=)) @PertanyaanCinta: Tempat apa yg menurutmu paling romantis untuk kencan?,Batui is being held up near the market =)) @sherlymantow: batui jo=)) @QuestionLove: What place do you think is the most romantic for a date?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
huuuufttt neh daerh batui pnas skali eghh..,huuuufttt neh daerh batui pnas skali eghh..,huuuufttt it's such a hot area eghh..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hahaa okree @Selvinaastuti: Pulang batui bru bikin acara :D @desnyCrisna: Hahaaa sy tinoransak ee :p,Hahaa okree @Selvinaastuti: Pulang batui bru bikin acara :D @desnyCrisna: Hahaaa sy tinoransak ee :p,Hahaa okree @Selvinaastuti: Go home to Batui bro make an event :D @desnyCrisna: Hahaaa I'm tinoransak ee :p,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.7531}",0.7531,positif
Hahahaa nda ji . Masi logat batui ki inii :D @WandyAngelo: hahaaha oh iyo ok ok heehe beh t g so b logat makasar e haahahah,Hahahaa nda ji . Masi logat batui ki inii :D @WandyAngelo: hahaaha oh iyo ok ok heehe beh t g so b logat makasar e haahahah,Hahaha no ji. Still have a batui ki inii accent :D @WandyAngelo: hahaaha oh yeah ok ok heehe beh t g so b Makasar accent e haahahah,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8143}",0.8143,positif
Bgian hanga2 satu @DewieAdams_: Waktu Indonesia Bag. Batui ?? #eh :D @utdindonesialwk :D mimin lg d wktu WIB :p @DewieAdams_ :,Bgian hanga2 satu @DewieAdams_: Waktu Indonesia Bag. Batui ?? #eh :D @utdindonesialwk :D mimin lg d wktu WIB :p @DewieAdams_ :,The first part @DewieAdams_: Indonesian Time Ch. Batui?? #eh :D @utdindonesialwk :D admin again at WIB :p @DewieAdams_ :,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8963}",0.8963,positif
Di mana t4 ba pesan kue ulang Tahun di seputaran batui :) #mohoninfo,Di mana t4 ba pesan kue ulang Tahun di seputaran batui :) #mohoninfo,Where t4 ba order birthday cakes around Batui :) #pleaseinfo,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,positif
Otw batui ...,Otw batui ...,Oh rock...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Adit yg 1c SMA batui ? @Mirzan_Aditya: @desnyCrisna knpa ??? ,Adit yg 1c SMA batui ? @Mirzan_Aditya: @desnyCrisna knpa ???,Adit who is 1c SMA Batui? @Mirzan_Aditya: @desnyCrisna why???,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Jaringan minta di batui kali yaa ,Jaringan minta di batui kali yaa,The network needs to be stoned,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Bgmna @AldyNaufaldi24 tdkk ba ikot cmaa ka batui wkwkwkwk,Bgmna @AldyNaufaldi24 tdkk ba ikot cmaa ka batui wkwkwkwk,"How can @AldyNaufaldi24 not be so stupid, why not rock it hahaha","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Satnitenya di batui - -,Satnitenya di batui - -,The satnite was stoned - -,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
So ujang wilayah batui . Oh My God X_X,So ujang wilayah batui . Oh My God X_X,So ujang Batui area. Oh My God X_X,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,positif
